"fat" "protein" "pH"
-0.00014564 0.000130303 -8.01e-05
-0.000125593 1.04e-05 -2.95e-05
-9.73e-05 0.000105215 -0.000543068
-0.000102785 1.2e-06 -0.000804995
0.000176058 -0.000155495 0.000143431
2.56e-05 9.3e-07 0.00010769
0.000129879 -9.43e-05 0.000302537
-0.000356063 6.03e-05 -4.08e-05
0.000192683 8.55e-05 -5.08e-05
-3.85e-05 -7.16e-05 -0.0003216
7.72e-06 0.0001171 -0.000303298
7.5e-05 -0.000578086 4.09e-05
1.64e-05 -1.85e-05 -0.000287694
6.23e-05 -3.11e-05 -0.000132232
4.09e-05 -0.000193224 -5.29e-05
5.01e-05 -0.000700647 0.000153076
-7.61e-05 3.82e-06 -0.000203373
4.87e-05 -1.37e-05 -8.65e-05
-5.2e-05 5.49e-06 0.000122834
-0.000539665 -2.81e-05 -7.22e-05
-0.000196105 4.9e-05 -0.000102326
-1.7e-06 -3.22e-05 3.85e-05
-0.000258924 2.87e-05 -0.000425792
0.000108811 -5.86e-06 -0.000172693
6.49e-05 -5.89e-05 8.08e-05
-0.000473765 -1.65e-05 -8.93e-06
-5.89e-05 -4.04e-05 -4.18e-05
0.00014034 -1.81e-05 7.7e-05
-0.000258619 -5.36e-05 6.08e-05
1.98e-05 5.24e-05 9.15e-05
-6.1e-05 9.23e-05 -0.000140984
-1.41e-05 0.000286632 9.23e-06
0.000125091 0.000575718 0.00019763
0.00010331 8.63e-05 1.37e-05
4.2e-05 0.000565584 8.77e-06
4.63e-05 0.000538183 -4.25e-06
0.00013866 7.5e-05 9.97e-05
0.000127859 4.63e-05 -6.97e-05
0.000122368 4.55e-05 -7.13e-05
0.000123119 7.08e-05 -6.63e-05
-6.99e-05 -2.41e-05 -9.98e-05
-4.32e-05 0.000254882 -4.17e-05
-5.3e-05 3.77e-05 0.000127583
9.21e-05 6.5e-05 8.21e-05
0.000175496 6.37e-05 0.000110991
-4.83e-05 -4.12e-05 -0.000194615
-6.07e-05 -4.65e-05 6.17e-07
-2.06e-05 0.000170367 -0.000200575
6.52e-05 0.00018649 0.000608963
-3.48e-05 -1.09e-05 0.000321455
8.85e-05 5.8e-05 0.000519795
-4.89e-05 -5.98e-06 0.000231115
-2.68e-05 8.16e-05 0.000609566
0.00014605 0.000121975 0.000144864
0.000160637 0.000112397 0.000149861
8.9e-05 -0.000104893 7.2e-05
0.000300684 2.77e-05 0.000341816
8.64e-05 2.96e-05 -0.00018035
-1.66e-05 0.000121896 -4.85e-05
1.97e-05 -6.61e-05 9.24e-05
3.53e-06 -4.97e-05 0.000110259
2.25e-05 -4.54e-05 0.000112946
-9.24e-06 1.63e-05 -0.000320699
-0.000584773 0.000115861 -0.000249691
-4.44e-05 -4.9e-05 0.000202987
-0.000114544 -9.83e-05 -0.000118847
-0.000214849 -7.34e-05 -0.000149954
2.36e-05 -6.36e-05 0.000153103
0.000138351 8.77e-05 0.000108649
6.72e-05 9.09e-06 0.000108342
5.78e-05 6.75e-05 -9.87e-05
0.000115284 5.51e-05 -4.71e-05
-3.43e-05 -4.16e-06 -9.45e-05
-1.15e-06 0.000150393 -0.000143897
2.08e-05 -0.000143735 -0.000199241
0.000150777 0.000373168 -6.54e-05
2.65e-05 -0.000105457 -0.000342239
8.35e-05 0.00043385 -9.71e-05
0.000109573 0.003705956 2.01e-05
-4.78e-05 -9.88e-05 -0.000239611
7.46e-06 -0.000417432 -0.000121488
0.000172991 5.21e-05 -0.000160922
6.03e-06 -4.72e-05 -4.57e-05
6.14e-05 0.000103817 -0.000113809
9.64e-06 8.93e-05 -0.000165581
0.000146747 2.14e-05 -3.11e-05
2.78e-05 3.19e-08 6.03e-05
-2.16e-05 2.54e-05 -6.58e-05
-6.93e-06 -5.08e-05 3.34e-05
-3.31e-05 -2.68e-05 -0.000235793
-5.55e-06 -3.9e-05 0.000120591
-1.28e-06 0.000116353 -4.29e-05
-3.28e-05 -2.21e-05 0.00020987
2.64e-05 7.05e-05 -3.41e-05
-0.000111213 -5.55e-05 0.000325331
-9.13e-05 -9.72e-05 -0.000157972
6.83e-06 -0.000105159 -0.000183599
2.99e-06 7.73e-05 0.000103863
7.66e-05 0.000222948 5.44e-06
-2.8e-05 4.73e-05 4.82e-05
5.85e-05 -0.000208721 3.96e-05
0.000132226 -4.68e-05 4.9e-05
-9.03e-05 -0.000202259 -0.000145058
7.63e-05 0.000108498 2.92e-06
-7.87e-07 -8.36e-05 3.85e-05
9.8e-05 -4.05e-05 -0.000140232
5.08e-05 0.000139111 0.000161848
0.000163698 -0.000260867 -3.59e-05
9.6e-05 -0.000168858 -5.19e-05
-0.000119843 -7.5e-05 0.000181175
-0.00012331 -6.87e-05 0.00020364
-2.03e-05 -8.45e-05 7.93e-05
8.17e-06 -0.000122848 5.65e-05
8.84e-05 -1.73e-06 -4.12e-05
-7.82e-05 1.06e-05 -4.73e-05
3.32e-05 -5.02e-06 0.000139253
-7.82e-05 -0.000153793 0.00011362
2.61e-05 8.82e-05 -0.000161544
3.68e-05 -5.67e-05 -8.78e-05
3.39e-05 3.74e-05 -0.000143495
-3.31e-05 -5.72e-05 4.48e-05
-3.09e-05 7.1e-05 -4.65e-05
-4.44e-05 1.15e-05 -5.09e-05
2.46e-06 0.000213747 0.000166759
8.8e-05 -5.51e-05 0.000135274
-0.000107808 -7.37e-05 -0.000236709
7.83e-05 -2.16e-05 0.000100256
-6.5e-05 2.52e-05 5.86e-05
-0.000110918 -7.91e-06 -0.000106434
0.00010065 0.000484226 6.07e-05
-4.3e-05 3.81e-05 1.45e-05
-3.51e-05 0.000118897 2.41e-05
-1.89e-05 0.000100106 -1.94e-05
2.38e-05 0.000148415 8.97e-05
-1.69e-05 2.97e-05 -2e-06
-7.22e-05 9.16e-05 2.55e-05
-2.16e-05 0.000135097 2.29e-05
-9.49e-05 5.61e-05 7.55e-05
6.47e-07 8.72e-05 0.000897396
0.000331109 0.001263167 0.000161426
7.23e-05 0.000223127 0.000270172
9.84e-05 0.000300629 0.000181056
-2.5e-07 7.14e-05 -0.000106401
8.62e-05 0.000209222 8.72e-06
-3.78e-05 -5.24e-05 0.000267811
4.8e-06 4.98e-05 -0.00019326
1.66e-05 6.11e-05 -3.16e-06
-2.06e-05 6.71e-05 -7.9e-05
8.55e-06 9.39e-06 -0.000106923
5.92e-05 -9.87e-05 -0.000165577
-0.000271886 2.72e-05 3.68e-05
-2.46e-05 -7.33e-05 -3.67e-05
-4.12e-05 1.95e-05 -0.000157845
2.31e-05 -5.44e-07 6.32e-05
-6.64e-05 2.58e-05 2.01e-05
5.93e-05 3.29e-05 0.00137436
7.21e-05 8.33e-06 9.67e-06
-2.88e-05 -0.000143652 -0.000199642
-4.18e-05 -0.000316099 -0.000168725
9.57e-05 -0.000108939 7e-05
-4.43e-05 -8.4e-05 6.48e-05
-3.41e-05 2.21e-05 0.000222145
-4.16e-05 -3.45e-06 8.31e-05
4.7e-05 -3.9e-05 -0.000296812
2.96e-05 -7.53e-05 -7.65e-05
3.95e-05 0.000302879 -7e-05
-9.29e-05 1.27e-05 -5.41e-05
-3.27e-05 7.63e-06 -0.000246256
-8.11e-05 -0.000277514 4.75e-06
-4.03e-05 -0.000188213 -0.000198952
5.42e-05 0.00050854 -2.52e-05
6.75e-05 0.000139576 7.06e-05
1.48e-05 -0.000222854 5.21e-05
0.000184748 1.85e-05 6.7e-05
9.86e-05 -4.92e-05 -0.000163774
-0.00016582 -0.000321151 8.28e-05
-0.000110829 -5.88e-05 0.000192782
-0.000124082 -0.00023889 1.85e-05
-7.48e-05 0.000119326 8.81e-05
-0.000113295 0.000119201 6.82e-05
-2.56e-05 0.002816309 -3.13e-05
-0.000194666 -0.000240071 5.16e-05
0.000144333 -2.42e-05 3.53e-05
-4.96e-05 -8.56e-05 1.56e-05
-2.86e-05 -2.8e-05 4.81e-05
1.25e-05 2.79e-05 -3.79e-05
-0.00015373 1.07e-05 -2.39e-05
0.000152869 2.99e-05 -9.2e-05
0.000133209 -0.000100857 8.41e-05
-9.64e-05 4e-06 9.6e-05
-2.48e-05 -1.16e-06 -5.36e-05
-0.000114458 8.58e-05 -0.000218826
-4.13e-05 -0.000215336 6.81e-05
-0.000307032 0.000126363 -5.56e-05
-0.000125989 0.000248775 1.65e-05
-0.000333268 0.000104753 -8.85e-05
-9.69e-05 6.55e-05 -0.000101971
-0.000148374 -4.37e-06 -0.000719547
0.000101331 5.23e-05 5.44e-06
1.08e-05 -0.000116174 0.000257663
0.000188938 7.78e-05 2.85e-05
0.000109276 -9.3e-05 0.000254113
7.86e-05 5.76e-05 -0.00012222
1.7e-05 -4.35e-05 5.84e-05
7.37e-05 1.84e-05 -3.78e-05
5.69e-05 0.000357413 -0.000386967
2.64e-05 1.77e-05 1.98e-05
6.1e-05 -6.91e-05 1.34e-05
9.48e-05 4.77e-05 -4.8e-05
3.95e-05 -0.000175531 -4.76e-05
7.67e-05 6.4e-05 5.47e-05
4.25e-05 -0.000147385 -8.81e-05
1.84e-05 -0.00015963 -5.61e-05
6.34e-05 5.31e-05 -3.89e-05
4.98e-05 -0.00020802 0.000436497
-5.65e-05 3.35e-05 -0.001219829
-0.000148838 4.26e-05 -0.002190908
-0.000101027 8.18e-06 6.77e-05
6.37e-05 0.000109084 -0.000123312
7.37e-05 9.01e-05 -0.000110194
-0.000168874 6.45e-06 6.52e-05
2.71e-05 1.77e-05 2.97e-05
1.12e-05 -0.000507964 0.000117201
2.27e-05 -0.001014718 0.000246916
-9.83e-05 2.64e-05 -1.65e-05
9.9e-06 6.19e-05 -0.000114183
3.75e-05 6.23e-05 -0.000114868
-0.000173217 7.85e-06 7.29e-05
-0.000146671 -0.000134939 -8.57e-05
3.32e-05 -0.000198351 -3.23e-05
-0.00011378 -0.000217474 -0.000113172
4.85e-05 -5.42e-06 -0.000177572
-6.54e-05 1.93e-05 0.000207063
9.02e-05 3.44e-05 -0.000160599
-9.11e-05 1.99e-05 -7.55e-05
7.57e-05 -3.85e-06 -4.22e-05
-1.81e-05 -2.89e-05 7.24e-05
-4.76e-05 0.00011398 -0.000149107
-7.74e-06 6.05e-05 -0.0001927
0.000130232 -7.8e-05 -3.49e-05
6.83e-06 -0.000118109 5.88e-05
0.000240769 4.86e-05 -7.47e-05
-5.61e-05 8.35e-05 -0.000200158
4.46e-05 6.92e-05 -6.22e-05
-2.27e-05 -9.83e-05 -0.00010167
2.71e-05 -0.000178105 -8.95e-05
3.87e-05 -6.68e-05 -0.000221502
2.2e-05 0.000570178 1.41e-05
0.000121915 0.000255681 -0.000203039
-1.35e-05 0.000214997 -0.000212887
-6.79e-05 0.000138166 -0.000115076
4.04e-05 -2.61e-05 -6.37e-05
-4.95e-05 0.000277174 -1.28e-05
-0.000241839 -6.32e-05 9.62e-05
5.8e-06 -0.000154123 -0.000103538
-6.22e-05 0.000102579 -3.31e-05
-0.000425992 -0.020851343 -4.15e-05
-2.73e-05 -0.00020444 2.94e-05
-7.01e-05 -6.36e-05 0.000128979
-0.000196202 -4.25e-05 0.000240671
-5.05e-06 -7.6e-05 -0.000206199
3.06e-06 -0.000160485 7.46e-05
-3.55e-05 6.52e-05 -3.24e-05
-4.7e-05 2.75e-05 3.39e-05
-3.2e-05 3.02e-05 2.06e-05
1.64e-05 3.21e-05 -0.000124784
3.06e-05 -8.57e-05 -8.86e-05
6.29e-05 7.16e-05 -0.00118963
-3.75e-05 7.35e-05 -2.49e-05
-0.000103433 0.000117179 0.000257612
3.16e-06 -4.46e-05 4e-06
5.94e-05 9.12e-05 5.93e-05
-8.72e-05 -0.000116156 -9.09e-05
6.71e-06 5.04e-06 7.2e-05
8.73e-05 -0.000121647 -7.5e-05
2.14e-05 -2.91e-05 -1.01e-05
-1.71e-05 6.17e-05 4.15e-05
-3.04e-05 -7.41e-05 -5.1e-05
4.24e-05 8.73e-06 -7.23e-05
8.94e-05 -0.000198341 -0.000184247
3.45e-05 -2.41e-05 9.9e-05
-4.64e-05 0.000149436 -0.000182294
-1.91e-05 -5.94e-07 5.25e-05
9.52e-06 -1.33e-05 9.27e-05
-9.16e-05 -6.58e-05 -0.000115883
7.48e-05 -4.99e-05 1.73e-06
-0.000125696 -4.14e-05 5.46e-05
-5.91e-05 5.76e-05 3.23e-05
-4.32e-05 -9.86e-05 -3.04e-05
-5.79e-05 6.35e-05 3.06e-05
-4.22e-05 -0.000228969 -4.68e-05
-0.000131115 0.000304157 7.36e-05
2.94e-06 4.41e-05 0.000185636
-0.00010817 -4.88e-06 -8.02e-06
-0.00010893 3.29e-06 2.62e-07
0.000182267 0.000349917 -1.32e-05
0.000199962 -0.000570209 -7.92e-05
-8.94e-05 -7.7e-05 1.78e-06
7.93e-05 0.000134481 -2.89e-05
8.78e-05 3.45e-06 2e-05
4.49e-05 8.35e-05 7.37e-06
8.42e-05 -1.04e-05 9.73e-05
-0.000252436 -0.000313748 -0.000233275
-0.000272832 -0.000372112 -0.000254936
-9.31e-05 0.000191444 0.000107482
-0.000130311 0.000161584 0.000168163
-6.78e-05 5.84e-05 -0.000285547
-7.41e-05 -0.000435309 -3.59e-05
-0.000194519 -0.00029666 -0.000274253
-1.15e-06 -9.81e-05 -0.000128467
-7.64e-05 -5.45e-05 -0.000262708
-7.84e-05 -5.32e-05 -0.000303114
-8.56e-05 7.19e-06 3.65e-05
-0.000212521 8.51e-05 0.000106663
3.96e-05 -0.00015448 1.49e-06
1.78e-05 6.06e-06 5.27e-05
1.27e-05 -5.99e-05 2.63e-05
5.51e-05 1.05e-05 6.18e-05
4.76e-05 0.000133233 5.45e-06
7.27e-05 0.000217686 0.000212161
0.00025984 5.23e-05 2.03e-06
1.74e-05 6.18e-05 9.86e-05
0.000452636 6.84e-05 4.99e-05
0.000191989 0.00020221 6.48e-05
-2.75e-05 9.33e-05 4.24e-05
1.24e-05 -5.39e-06 6.64e-05
-0.000125968 8.31e-05 7.21e-05
-0.00014648 0.000183293 9.84e-05
-8.83e-05 -3.26e-05 7.73e-05
6.66e-05 2.57e-05 -4.97e-05
-0.000193598 0.00015509 2.33e-06
0.000157139 -0.00013135 0.000224377
-9.21e-05 6.74e-05 4.85e-06
-0.000137338 9.1e-05 -8.26e-05
-0.00018844 0.000100162 -5.21e-05
-0.000171382 8e-05 -8.75e-05
5.53e-05 -7.95e-05 0.000143527
-1.13e-05 -0.000556332 2.84e-05
0.000222524 2.56e-05 2.38e-05
3.84e-05 0.000153214 0.000136185
-8.33e-05 -0.000130351 -1.92e-05
-8.13e-05 -2.67e-05 5.68e-05
-0.000222783 5.42e-06 0.00012205
-0.000197679 -0.000102426 -1.32e-05
8.88e-05 0.000210222 -1.1e-05
-0.000130826 -2.19e-05 -4.87e-05
-7.31e-05 -8.18e-05 9.72e-05
-2.57e-05 0.000156967 -0.000148004
-2.42e-05 0.000138647 -0.000160423
-5.14e-05 -3.42e-06 -7.78e-05
-6.6e-05 5.3e-05 -8.45e-05
-6.82e-05 -6.67e-05 -2.03e-05
-2.4e-05 9.19e-05 -3.84e-05
1.13e-05 -0.000101393 -6.5e-05
5e-05 -9.62e-05 -3.16e-05
3.67e-05 -4.34e-05 0.000103722
-1.82e-05 2.89e-05 -8.17e-05
5.06e-05 8.24e-05 6.66e-05
-0.000203196 -4.06e-05 -5.27e-05
-2.04e-05 0.000145798 -0.000167505
3.1e-06 -1.8e-05 9.17e-05
1.47e-05 -4.36e-05 3.21e-05
-0.00028678 0.000194363 -4.69e-05
0.000117127 8.26e-06 3.83e-05
-1.68e-05 -0.00011359 1.25e-05
-9.87e-05 -0.0001313 -4.75e-06
-6.75e-05 -5.66e-05 -4.19e-05
-7.84e-05 -0.000151694 -2.26e-05
-0.000127665 -0.00017676 -4.08e-05
-1.24e-05 0.000145328 -0.000189787
4.28e-05 -1.97e-05 -9.75e-05
0.000157927 2.13e-05 0.00022237
2.09e-05 -5.39e-05 -0.000146625
-3.54e-05 -0.000127307 -0.000158498
-9.09e-05 -0.000226377 9.76e-06
7.76e-05 -0.000208793 1.56e-05
-0.00013132 -0.000141468 3.04e-05
-0.000130271 -0.000135941 3.17e-05
-0.000121949 -9.89e-05 5.94e-05
1.71e-05 0.00034949 -3.48e-05
-8.76e-05 -9.69e-05 -1.84e-05
3.58e-05 -5.57e-05 -7.19e-05
3.57e-05 -4.78e-05 -7.3e-05
-4.64e-05 7.2e-05 -5.65e-05
1.41e-05 -0.000143931 1.27e-05
6e-06 -4.55e-05 9.99e-05
8.38e-06 -3.69e-05 0.000100931
-5.07e-05 3.12e-05 4.78e-05
-5.87e-05 2.12e-05 4.39e-05
-9.81e-05 7.11e-05 -0.000132397
-8.85e-05 4.65e-05 0.000119297
4.87e-05 -5.99e-05 0.000109079
-8.41e-05 1.47e-05 2.41e-05
-0.000109991 2.94e-05 8.2e-05
0.000135887 -8e-06 -1.01e-05
-2.41e-05 -2.1e-05 -0.000116403
-0.000174476 0.000146718 -0.00012352
9.04e-05 -4.37e-05 6.89e-05
2.33e-05 -2.83e-05 6.92e-05
-0.000144406 0.000199104 -0.000102362
-1.98e-05 -5.88e-05 -2.11e-05
-2.24e-06 2.44e-05 -0.000178641
0.000134623 -0.000166862 7.17e-05
1.12e-05 -3.3e-05 5.19e-05
6.26e-05 -4.72e-05 -5.82e-05
-2.13e-05 -2.47e-06 -0.000244947
-0.000113699 6.62e-05 1.58e-05
-8.57e-05 2.71e-05 -0.000242761
-1.28e-06 -1.74e-05 -0.000390607
-1.47e-05 0.000138149 -0.000131927
7.71e-06 2.91e-05 0.000103208
0.000230414 0.000172519 5.56e-05
-0.000147151 -0.000181775 -0.000267125
-6.38e-05 -0.000383575 -0.000322813
2.26e-05 0.000498008 8.74e-05
2.74e-05 0.000524926 8.67e-05
-1.3e-05 0.000110715 -1.28e-05
-9.64e-05 7.26e-05 0.000260774
-6.53e-05 -8.04e-06 0.000117521
-6.97e-05 3.84e-05 6.65e-05
-0.000113925 4.29e-05 4.77e-05
-0.000127479 3.17e-05 4.69e-05
-0.000112654 3.95e-05 1.26e-07
-3.88e-06 9.38e-06 -3.67e-05
-7.21e-06 2.79e-06 -4.4e-05
-2.56e-05 0.000102661 4.21e-05
-4.15e-05 7.27e-05 7.05e-05
-2.84e-05 9.24e-05 3.36e-05
-5.23e-05 -0.000142347 0.000660518
-1.28e-05 -0.000104305 -1.17e-05
1.01e-05 3.98e-06 0.000139317
1.58e-05 1.2e-06 0.000189947
-5.93e-05 2.58e-05 5.24e-05
8.53e-07 4.26e-06 4.78e-05
-5.56e-05 -0.000155293 -0.000413529
-1.5e-05 2.55e-06 0.000120586
8.33e-05 2.47e-05 -0.000116373
-9.68e-05 5.67e-05 -0.00022845
9.92e-05 0.000247493 -9.87e-05
-0.000228354 0.000118288 -0.000238877
5.39e-05 2.48e-05 0.000219202
-2.26e-05 -7.3e-05 3.91e-05
-0.000122173 -2.8e-05 -0.000127744
-0.000125335 -0.000121442 -0.000112894
6.26e-05 2.68e-05 -5.95e-05
0.00011796 -0.000140447 0.000103582
2.95e-05 0.000314653 2.93e-05
2.75e-05 -0.000178156 8.43e-05
6.9e-05 0.00021531 -0.000136321
-0.000119249 1.99e-05 -6.11e-05
-0.000311029 -6.45e-05 -1.1e-05
-3.34e-05 -0.000161893 0.000209565
3.04e-05 0.000171391 -1.49e-05
0.000183932 8.95e-05 0.000103788
1.78e-05 -9.09e-05 0.000104967
-4.48e-05 -1.97e-05 7.38e-05
6.32e-05 -5.43e-05 8.35e-06
-3.39e-05 -1.42e-05 -5.26e-06
-3.62e-05 -0.000274509 -2.67e-05
5.44e-05 0.000451958 0.000106493
1.47e-05 -3.65e-05 -0.000911662
1.34e-05 -3.54e-05 -0.000883916
7.64e-06 -0.000111476 -0.000137852
2.41e-05 0.000148255 0.000114462
5.73e-05 0.000349354 -5.01e-07
-6.07e-06 2.1e-05 -1.25e-05
-6.2e-05 0.000127413 0.000100388
-3.73e-05 -2.27e-05 -0.000500221
0.000180788 0.000169277 0.000118772
0.000239563 0.000173658 2.47e-05
0.000250439 0.000176759 2.47e-05
-9.04e-05 -5.66e-05 2.43e-05
5.26e-05 0.000415686 3.58e-05
0.000184922 0.000285991 -0.000125041
0.000174635 0.000209154 -1.56e-05
0.000279746 7.98e-05 -0.000194494
0.000142455 0.000111348 -0.000127794
-8.2e-06 5.11e-05 -0.000237351
8.76e-05 2.56e-05 -0.00011366
8.51e-05 2.78e-05 -0.000107904
-3.04e-05 3.37e-05 9.23e-06
0.000116043 6.62e-05 -4.06e-05
-3.55e-05 7.82e-05 -1.43e-05
-0.00012395 8.7e-05 -0.000129973
-1.09e-05 0.000179835 -6.59e-05
-8.85e-06 5.45e-05 8.14e-06
-5.43e-05 0.000168232 6.63e-05
-9.77e-06 7.24e-05 -9.98e-05
-6.61e-05 1.5e-05 -5.98e-05
2.6e-05 0.000277111 -0.000758145
4.13e-05 0.000464374 -0.000126857
-3.51e-05 5.56e-06 -2.5e-05
-8.07e-05 -2.81e-05 0.00013116
-0.000149819 -0.000236226 0.000176957
-6.43e-05 0.00011817 -7.47e-05
-8.28e-05 -6.17e-05 -0.000104269
-8.63e-05 -7.29e-05 -0.000149305
-4.37e-06 -7.03e-05 0.000152229
9.06e-05 0.001152043 3.46e-05
0.000114561 0.000130395 0.000141777
-9.06e-05 -0.000106721 -7.11e-05
-4.1e-05 -0.000132959 -9.72e-05
-7.98e-05 -4.29e-05 -4.77e-05
7.71e-05 -1.23e-05 -3.14e-05
9.1e-05 -4.33e-06 7.29e-05
0.000249721 4.02e-06 1.57e-05
0.000133421 -0.000188333 0.000118403
-0.000149219 -4.73e-05 0.000103816
0.000203034 0.000252685 6.12e-05
0.000221784 0.000143491 -0.000152307
0.000410165 0.000170839 4e-05
-3.46e-05 -2e-05 -2.78e-05
-6.87e-05 -0.000133842 -2.14e-05
0.000258843 0.000129062 0.000149106
-7.75e-05 0.000148535 -8.19e-05
6.86e-05 0.000101216 0.000122486
8.2e-05 0.000155081 -5.69e-05
8.2e-05 0.000161712 -5.86e-05
0.000137441 0.000206064 0.000117904
-2.32e-05 0.000119659 -9.54e-05
7.48e-05 6.89e-05 0.000177601
-6.69e-05 -1.25e-05 0.000221916
0.000134071 0.000131939 0.000146172
1.32e-05 2.83e-05 -5.9e-05
-4.96e-05 -1.97e-05 -6.35e-05
-8.3e-05 0.000123421 -5.13e-05
8.88e-05 0.000334295 -0.000112603
-9.12e-05 2.94e-05 0.000129665
3.41e-05 0.000555874 7.33e-05
4.43e-05 5.96e-05 -0.000193379
-7.58e-05 -2.43e-05 -6.55e-05
-6.05e-05 0.000231951 -0.000194301
3.4e-05 7.64e-05 -0.000213947
2.77e-05 7.01e-05 -0.000196064
3.4e-05 3.23e-05 -9.83e-05
3.72e-05 7.32e-05 -9.43e-05
-6.68e-05 3.62e-05 -0.000245048
-1.86e-05 -9.36e-05 -6.83e-05
4.38e-05 4.6e-05 -8.06e-05
7.79e-05 0.000294642 -4.89e-05
6.51e-05 0.00018007 -0.00011351
-6.1e-05 -7.85e-06 -3.47e-06
0.000109784 0.000147181 -0.000131237
3.21e-06 -3.62e-05 -6.85e-05
0.000108156 0.000114039 -0.000261603
0.000170564 0.000145288 -0.000158602
9.6e-05 0.00013652 -0.000160866
3.45e-05 7.66e-05 -0.000230086
1.55e-05 7.63e-05 -6.05e-05
-1.61e-05 -3.14e-05 -2.37e-06
1.6e-05 8.72e-05 -6.28e-05
-0.000119323 3.82e-05 -5.33e-05
4.01e-05 9.9e-06 -0.000162032
-6.67e-05 2.96e-05 -5.98e-05
-7.9e-06 5.46e-05 -9.67e-05
-2.95e-05 7.87e-06 -0.000186843
7e-05 -1.34e-05 -3.18e-05
4.86e-05 0.000200805 2.91e-05
0.00010078 4.98e-05 3.43e-05
0.000100691 4.64e-05 -2.48e-06
6.42e-05 -0.000202218 -7.61e-05
-6.27e-05 -6.62e-05 -2.86e-05
-5.97e-05 5.19e-05 9.71e-06
-7.11e-05 7.24e-05 6.11e-05
0.000111924 8.93e-05 -0.000140186
-7.74e-05 0.000359372 0.000219139
0.000176925 -9.45e-05 5.45e-05
-0.000197011 -5.06e-05 -2.15e-05
-4.63e-05 5.59e-05 -0.000142382
0.000428858 7.75e-05 -1.89e-05
8.33e-05 0.000174892 -0.000176017
2.03e-05 -0.000124225 -7.93e-06
1.95e-05 -8.43e-05 -1.37e-05
6.91e-05 -0.000130747 -6.62e-05
-7.88e-05 -6.93e-06 -0.000212282
-3.73e-05 -2.62e-05 -0.000186448
-0.000202433 4.08e-05 4.19e-05
-3.31e-05 3.48e-05 -1.09e-05
-1.1e-06 -7.07e-06 5.42e-05
-2.6e-05 -0.000248576 -1.2e-05
-1.64e-05 -8.06e-06 1.52e-05
1.84e-05 2.25e-05 2.1e-07
0.000176655 1.96e-05 -1.81e-05
5.03e-05 6.47e-05 9.28e-05
-2.23e-06 2.22e-05 8.12e-05
4.29e-05 -2.34e-05 -0.00019504
-0.000116577 5.09e-05 -4.26e-05
-0.000127253 -0.000197677 7.64e-06
1.14e-05 -5.66e-06 0.000219579
-0.000117348 -0.000211262 5.5e-05
3.66e-05 -2.79e-05 6.91e-05
-1.15e-05 -1.3e-06 9.09e-06
0.000856095 0.000214516 -8.45e-05
0.000329872 0.000358765 5.75e-05
-9.03e-05 -0.00015409 -2.71e-05
0.000370386 0.000243458 6.05e-05
-0.000103799 0.000114817 -8.58e-05
2.52e-05 0.000127535 -0.000107765
0.000200587 8.27e-05 -6.03e-05
2.52e-05 -2.98e-05 -0.000120225
8.75e-05 1.95e-05 -0.000110838
0.000209794 9.78e-05 -0.00015747
9.02e-05 4.68e-05 -7.37e-05
0.000145204 0.000283338 7.08e-05
-9.7e-05 -2.12e-05 -4.87e-05
-7.68e-05 -7.78e-05 -0.000339981
-1.77e-06 5.69e-05 8.18e-05
8.5e-05 -1.24e-05 8.97e-05
-4.28e-05 7.95e-05 -1.55e-06
-4.04e-05 0.000156112 -5.47e-05
-3.96e-05 -9.78e-05 -2.49e-06
-5.84e-05 0.000153525 -6.29e-06
4.84e-05 -0.000119645 4.25e-05
6.47e-05 -9.19e-05 -8.9e-05
-0.000143142 -3e-05 0.000313712
1.17e-05 -0.000103407 -8.55e-05
-7.4e-05 6.7e-05 6.52e-05
0.000174528 -2.42e-05 9.87e-05
5.72e-05 -6.53e-06 -3e-05
-0.000111113 3.34e-05 0.000143117
-6.04e-05 6.45e-05 -3.2e-05
-1.82e-05 -0.000227032 -2.39e-05
-1.57e-05 -1.97e-05 -9.22e-06
6.18e-05 5.3e-05 0.000141913
-4.02e-05 1.35e-05 -0.000205005
6.33e-05 -5.97e-05 3.19e-05
0.000113394 0.00022623 0.000421347
3.3e-05 -3e-05 -2.89e-05
4.56e-05 7.61e-05 -0.000138608
-7.77e-05 -0.000162645 4.32e-05
-8.61e-05 -0.00042248 2.76e-05
-2.55e-05 -2.67e-05 -0.00026184
-1.71e-05 -7.61e-05 0.000549268
1.2e-05 -8.79e-05 -5.79e-05
-3.24e-05 -6.71e-05 3.32e-05
-8.57e-05 8.79e-05 -3.53e-06
3.2e-05 -3.88e-05 0.000149299
-0.000101726 4.99e-05 0.000108752
1.14e-05 0.00010007 0.000148555
-5.74e-05 7.25e-05 1.06e-05
-4.46e-05 8.24e-05 1.5e-05
-6.71e-05 3.04e-05 -2.53e-05
5.55e-05 0.000138096 0.000254342
-5.98e-05 6.98e-05 0.000207778
-0.000120484 8.5e-05 7.21e-05
-0.000108087 9.14e-05 0.0003398
-8.19e-05 0.000186379 0.000240422
-0.00010903 -0.000333588 9.78e-05
-7.17e-05 0.000116238 0.000337838
-2.01e-05 8.59e-05 0.000151484
3.47e-05 -0.000149926 -7.45e-06
3.93e-05 -0.000147525 6.4e-05
2.54e-05 0.000218905 1.77e-05
